word,definition,translation
quinquagenarian,,a. 五十多岁的\nn. 五十岁至五十九岁的人
quinquagenary,,"n. 五十岁的人, 五十周年纪念"
Quinquagesima,n the Sunday before Ash Wednesday (the beginning of Lent),n. 四旬斋前的星期日
Quinquagesima Sunday,,[网络] Quinquagesima星期天
quinquamycin,,"五烯霉素, 五霉素"
quinquangular,a. Having five angles or corners.,"a. 有五角的, 五角形的"
Quinquaud's disease,,"[医] 坎科氏病, 脱发性痤疮"
Quinquaud's phenomenon,,[医] 坎科氏现象
Quinquaud's sign,,[医] 坎科氏征(醇中毒时的一种手指体征)
quinquecapsular,,五蒴的
quinquecentennial,,"五百年的, 五百的"
quinquecostate,,五中脉的
quinquecuspid,,"[医] 五尖的, 五尖牙"
quinquecuspid teeth,,[医] 五尖牙
quinquecuspidal,,[医] 五尖的
quinquedentate,a. Alt. of Quinquedentated,具五牙齿的
quinquefarious,a. Arranged in five vertical rows; pentastichous.,a. 五倍[排]的
quinquefid,"a. Sharply cut about halfway to the middle or base into\n   five segments; as, a quinquefid leaf or corolla.","a. [植]分成五部分的, 分裂开成五小叶的"
quinquefoliate,a. Alt. of Quinquefoliated, [医]五叶的
quinquefoliate leaf,,[网络] 胡椒叶
quinquefoliolate,,a. 五小叶的
quinquejugate,,五对的
quinquelateral,,a. 五边的
quinquelobate,a. Alt. of Quinquelobared,五浅裂的
quinquelobed,a. Same as Quinquelobate., 五浅裂的
quinquelocular,"a. Having five cells or loculi; five-celled; as, a\n   quinquelocular pericarp.","五室的, 五腔的"
quinquenerved,a. Having five nerves; -- said of a leaf with five\n   nearly equal nerves or ribs rising from the end of the petiole., [医]五脉的
quinquenniad,,n. 五年的时间
quinquennial,"a. Occurring once in five years, or at the end of every\n   five years; also, lasting five years. A quinquennial event.","a. 持续五年的, 每五年一次的"
quinquennially,,adv. quinquennial的变形
quinquennium,n. a period of five years,n. 五年的时间
quinquepartite,a. Consisting of five parts.\na. Divided into five parts almost to the base.,"a. 分成五部分的, 由五部分构成的"
quinquephenyl,,[化] 五联苯
quinquereme,"n. A galley having five benches or banks of oars; as, an\n   Athenian quinquereme.",n. 五排桨大木船
quinquertium,,[网络] 五价铬
quinqueseptate,,具五隔膜的
quinquesyllable,n. A word of five syllables.,五音节词
quinquetubercular,,"[医] 五结节的, 五尖的"
quinquevalence,,n. 五价
quinquevalency,,n. 五价
quinquevalent,,"a. 有五种不同原子价的, 五价的\n[医] 五价的"
quinquevalve,a. Alt. of Quinquevalvular,五裂爿的
quinquevalvular,"a. Having five valves, as a pericarp.", 五裂爿的
quinquidentate ligand,,[化] 五齿配位体
quinquina,n. Peruvian bark.,n. 金鸡纳树皮\n[医] 金鸡纳[树]皮
quinquituberculate,,[动]五尖齿型
quinquivalent,a. Same as Pentavalent.,a. 五价的
quinray code,,[电] 五进码
quins,n one of five children born at the same time from the same pregnancy,n. 五胞胎
quinsey,, [人名] 昆西
quinsied,,a. 感染扁桃体周脓肿的
quinsternum,,胸骨第五节
quinsy,n. a painful pus filled inflammation of the tonsils and surrounding tissues; usually a complication of tonsillitis,n. 扁桃腺炎\n[医] 扁桃体周脓肿
quinsyberry,,黑茶蔗子
quint,n the cardinal number that is the sum of four and one\nn one of five children born at the same time from the same pregnancy,"n. 五度音程, 五胞胎之一, 五个一组, 篮球队"
quint-exact,,[法] 第五次催告出庭
Quint.,,[医] 第五的
Quinta,,"n. (西班牙和拉丁美洲的)别墅, (有葡萄园等的)乡间邸宅"
quintain,n. An object to be tilted at; -- called also quintel.,"n. 矛靶, 刺矛靶"
quintains,plural of quintain\nn. An object to be tilted at; -- called also quintel.,"(quintain 的复数) n. 矛靶, 刺矛靶"
quintal,n. a unit of weight equal to 100 kilograms,[经] 公担
quintals,plural of quintal\nn. a unit of weight equal to 100 kilograms,(quintal 的复数) [经] 公担
quintan,"a. Occurring as the fifth, after four others also, occurring\n   every fifth day, reckoning inclusively; as, a quintan fever.\nn. An intermittent fever which returns every fifth day,\n   reckoning inclusively, or in which the intermission lasts three days.",n. 四日热\na. 每第五天发作的
quintan ague,,[医] 四日疟
quintan fever,,"[医] 五日热, 战壕热"
quintana,, [人名] 昆塔纳; [地名] [巴拉圭、巴西、古巴、尼加拉瓜、委内瑞拉、智利] 金塔纳
Quintana Roo,,金塔纳罗奥州（位于墨西哥东南部）
quintanilla,, [地名] [洪都拉斯] 金塔尼亚
quintans,"plural of quintan\na. Occurring as the fifth, after four others also, occurring\n   every fifth day, reckoning inclusively; as, a quintan fever.\nn. An intermittent fever which returns every fifth day,\n   reckoning inclusively, or in which the intermission lasts three days.",(quintan 的复数) n. 四日热\na. 每第五天发作的
quintant,,n. 五分仪
quintar,,n. 阿辅币
Quintard,,昆塔德(姓氏)
Quintas,plural of Quinta,"(Quinta 的复数) n.(西班牙和拉丁美洲的)别墅, (有葡萄园等的)乡间邸宅"
quintavalent,,五价
quinte,,n. (击剑)第五姿势
quinten,, [人名] 昆腾
quintenyl,,[化] 戊基
quintero,,n. 坤脱罗（智利一城市）
quintessence,n. the fifth and highest element after air and earth and fire and water; was believed to be the substance composing all heavenly bodies\nn. the purest and most concentrated essence of something\nn. the most typical example or representative of a type,"n. 精萃, 精华, 典范\n[医] 浓浸膏, 精华"
quintessential,a. representing the perfect example of a class or quality,"a. 精萃的, 精髓的, 典范的"
quintessentially,,"adv. 典型地, 标准地"
quintet,n. a musical composition for five performers\nn. five performers or singers who perform together\nn. a set of five similar things considered as a unit,"n. 五重唱, 五部合奏曲, 五部合奏, 五重奏, 五人一组, 五件一套, 男子篮球队\n[计] 五位字节"
quintets,n. a musical composition for five performers\nn. the cardinal number that is the sum of four and one\nn. five performers or singers who perform together,n. 五重奏（曲）( quintet的复数形式 ); 五重奏小组; 五个一组; 五件一套
quintette,n five performers or singers who perform together\nn a set of five similar things considered as a unit\nn five people considered as a unit\nn a musical composition for five performers,"n. 五重唱, 五部合奏曲, 五部合奏, 五重奏, 五人一组, 五件一套, 男子篮球队"
quintic,a. Of the fifth degree or order.\nn. A quantic of the fifth degree. See Quantic.,[计] 五次的
quintic curve,,[计] 五次曲线
quintic equation,,[计] 五次方程
quintile,"n. The aspect of planets when separated the fifth part of\n   the zodiac, or 72�.",a. [占星术] 五分之一对座的(相隔72度)\nn. [天]五分之一对座
quintiles,"-s form of quintile\nn. The aspect of planets when separated the fifth part of\n   the zodiac, or 72�.",(quintile 的第三人称 -s形式) adj.[占星术] 五分之一对座的(相隔72度)\nn. [天]五分之一对座
Quintilian,,n. (Quintilian)人名；(约35-96)昆体良(古罗马修辞学家和教师)
quintillion,n the number that is represented as a one followed by 18 zeros,"n. (美、法) 百万的三次方, (英、德)百万的五次方"
quintillions,,n. （美、法）百万的三次方，（英、德）百万的五次方( quintillion的名词复数 )
quintillionth,n one part in a quintillion equal parts\ns the ordinal number of one quintillion in counting order,"n. (英、德)第十的三十幂,十的三十幂分之一,(美法)第十的十八次幂分之一"
Quintin,n. See Quintain.,n. 昆廷（男子名）
quintina,, [女子名] 昆廷娜 Quintin的阴性
quintipara,n (obstetrics) woman who has given birth to a viable infant in each of five pregnancies,[医] 五产妇
quintisternal,,[医] 胸骨第五节的
quintisternum,,[医] 胸骨第五节
quinto,, [地名] [瑞士] 昆托; [地名] [西班牙] 金托
quintocubital,,第五肘羽
quintode,,五极管
quintomycin,,五氮霉素
Quinton,,五弦琴
quintozene,,五氯硝基苯(杀菌剂)
quintrate,,四硝季戊四醇
quintrix,,一种彩色显象管
quintroon,,n. 有十六分之一的黑人血统者
quints,n the cardinal number that is the sum of four and one\nn one of five children born at the same time from the same pregnancy,[美]=quintuplets
quintuple,v. increase fivefold\ns. having five units or components,"a. 五倍的, 五重的, 五部分构成的\nn. 五倍量, 五个一组\nvt. 使成五倍"
quintuple form,,[计] 五元组形式
quintuple frequency induction furnace,,[机] 五倍周波感应电炉
quintuple point,,[化] 五相点
quintuple Turing machine,,[计] 五元组图灵机
quintupled,imp. & p. p. of Quintuple,a. [医]五倍的\nv. 使成五倍( quintuple的过去式和过去分词 )
quintupler,s having five units or components,"[计] 乘5装置, 五倍器"
quintuples,n a set of five similar things considered as a unit\nv increase fivefold,v. 使成五倍( quintuple的第三人称单数 )
quintuplet,n. one of five children born at the same time from the same pregnancy,"n. 五个一组, 五人一组, 五胞胎之一\n[医] 五胎儿"
quintuplet pregnancy,,[医] 五胎妊娠
quintuplets,n. the cardinal number that is the sum of four and one\nn. one of five children born at the same time from the same pregnancy\nn. a set of five similar things considered as a unit,"n. 五个一组, 五件一套( quintuplet的复数形式 )"
quintuplicate,,"a. 五倍的, 一式五份的, 五重的\nn. 一式五份中的一份, 五个相同物中的一个\nvt. 使成五倍"
quintuplication,,[经] 一式五份
quintupling,n increasing by a factor of five\nv increase fivefold,n. (成)五倍
quintus,,a. 第五名的
Quintus Septimius Florens Tertullianus,,[网络] 昆虫Quintus Septimius Florens Tertullianus
quinuclidine,,"奎宁环, 喹核碱"
quinuclidinol,,"喹核醇, 3-羟宁环基"
quinuclidinyl,,奎宁环基
quinuclidone,,奎宁环酮
quinupramine,,[化] 奎纽帕明; 奎核氮┳
quinze,n. A game at cards in which the object is to make fifteen\n   points.,n. 十五点
quinzhee,,[网络] 奎宁
quinzite,,石竹蛋白石
quip,n a witty saying\nn witty remark\nv make jokes or quips,"n. 妙语, 遁辞, 讽刺\nv. 说讽刺话, 嘲弄"
quipp,,v. 说讽刺的话;嘲弄;呜辞;借口
quipped,imp. & p. p. of Quip,"v. 说俏皮话, 说妙语( quip的过去式和过去分词 )"
quipper,," 嘲笑的人, 讥讽者"
quipping,p. pr. & vb. n. of Quip,"v. 说俏皮话, 说妙语( quip的现在分词 )"
quips,n a witty saying\nn witty remark\nv make jokes or quips,"n. （即兴的）俏皮话, 妙语( quip的名词复数 )\nv. 说俏皮话, 说妙语( quip的第三人称单数 )"
quipster,,"n. 喜爱用妙语者, 说讽刺话者"
quipu,n calculator consisting of a cord with attached cords; used by ancient Peruvians for calculating and keeping records,n. 古秘鲁人的结绳文字
quipus,pl.  of Quipu,n. 古秘鲁人的结绳文字( quipu的名词复数 )
quique,,n. (Quique)人名；(法)基克
quira,n. hard heavy red wood of a quira tree\nn. any of several tropical American trees some yielding economically important timber,n. (Quira)人名；(巴勒)基拉
quiraing,-ing form of quira,(quira 的现在分词) n. (Quira)人名；(巴勒)基拉
quire,n. a quantity of paper; 24 or 25 sheets,n. 纸的一刀\n[化] 刀
quires,-s form of quire\nn. a quantity of paper; 24 or 25 sheets,(quire 的第三人称 -s形式) n. 纸的一刀\n[化] 刀
Quirey,,奎厄里(姓氏)
Quirinal,,"罗马七丘之一(原教皇宫殿所在地, 1871年改为意大利皇宫)"
quiring,-ing form of quire\nn. a quantity of paper; 24 or 25 sheets,(quire 的现在分词) n. 纸的一刀\n[化] 刀
Quirinus,,n. [罗神]奎里纳斯(战神)
Quirites,n. pl. Roman citizens.,[复] n.(古罗马的)公民
quirk,n. a narrow groove beside a beading\nv. twist or curve abruptly,"n. 古怪举动, 俏皮话, 急转"
quirk bead,, 槽隔小圆
quirk molding,,un. 鸟喙形线脚
quirk moulding,, 鸟喙形线脚
quirked,"a. Having, or formed with, a quirk or quirks.",n. 怪癖；急转；借口\nn. (Quirk)人名；(英)夸克
quirkier,,"a. 诡诈的, 离奇的( quirky的比较级 )"
quirkiest,,"a. 诡诈的, 离奇的( quirky的最高级 )"
quirkily,,"adv. 诡诈地, 离奇地"
quirkiness,n a strange attitude or habit,n. 诡诈；离奇；突变
quirking,-ing form of quirk\nn. a narrow groove beside a beading\nv. twist or curve abruptly,"(quirk 的现在分词) n. 古怪举动, 俏皮话, 急转"
quirkish,a. Consisting of quirks; resembling a quirk.,"a. 双关语的, 讥讽的, 含糊其辞的"
quirks,n. a strange attitude or habit\nn. a narrow groove beside a beading\nv. twist or curve abruptly,"n. 奇事, 巧合( quirk的复数形式 ); 怪癖"
quirky,s informal terms; strikingly unconventional,"a. 诡诈的, 突兀的, 古怪的, 离奇的\n[法] 诡诈的, 颇为曲折的"
quirky best friend,"Someone who is close pals with a conventionally attractive person. The quirky best friend is [unique], cute, [different]; usually [smarter] and more [artistic]. Not afraid to live life to the beat of a different drum.\n> It's great being the quirky best friend of a model; she brings me to all the fun parties!\n",
quirky lawyer,,[法] 狡诈的律师
quirkyalone,,"n. “乐单族”,指享受单身生活（但也不反对跟别人交往），而且宁愿单身也不愿意为了约会而约会的人。自2003年起，每年的2月14日被定为“国际乐单节”，用来“庆祝爱情、自由和个性”。"
quirl,n. & v. See Querl.,n. (Quirl)人名；(德)奎尔
quiroga,, [地名] [阿根廷、玻利维亚、厄瓜多尔、墨西哥、西班牙] 基罗加
quiron clinic,,n. 奎隆诊所
quirot,, [人名] 奎罗
quiroz,, [人名] 基罗斯; [地名] [葡萄牙] 基罗什; [地名] [厄瓜多尔] 基罗斯
quirper,A man whose hobby it is to sniff the bicycle seats of females.\n> Guy 1: My hobby is to sniff the bicycle seats of females\n> Guy 2: Quirper!\n,
quirt,n. whip with a leather thong at the end,n. 辫式短柄马鞭
quis,,奎斯(欧洲的一种丘鹬)
Quiscalus,,[网络] 拟八哥属
Quiscalus quiscula,,[网络] 拟八哥；普通白头翁
quisenberry,, [人名] 奎森伯里
quisle,,"vi. 卖国, 叛国\n[法] 卖国, 做卖国贼, 当傀儡政府的头子"
quisling,n someone who collaborates with an enemy occupying force,"n. 卖国贼\n[法] 卖国贼, 内奸, 通敌分子"
quislingism,n act of cooperating traitorously with an enemy that is occupying your country,"n. 卖国, 通敌, 叛国"
quislingite,,"a. 卖国的, 叛国的\nn. 卖国贼, 叛国分子"
quislings,n. someone who collaborates with an enemy occupying force,"n. 卖国贼, 内奸( quisling的复数形式 )"
quismondo,, [地名] [西班牙] 基斯蒙多
quisqualis,,使君子
Quisqualis indica L.,,[医] 使君子
Quisqualis indica L.var.villosa Clarke,,[医] 毛叶使君子
Quisqualis L.,,[医] 使君子属
quisquilicolous,,"残屑上生的, 垃圾上生的"
quist,,n. <英方>[鸟]林鸽
quit,v put an end to a state or an activity\nv give up or retire from a position\nv go away or leave\nv turn away from; give up\nv give up in the face of defeat of lacking hope; admit defeat,"vi. 离开, 辞职, 停止\nvt. 离开, 放弃, 使解除, 停止\nn. 离开\n[计] 结束, 退出"
quit claim,,[法] 放弃权利
quit hold of,,撒手放开...
quit love with hate,,恩将仇报
quit oneself,,"使行动, 表现"
quit oneself of fear,,消除恐惧
quit oneself of sth,,"解除, 免除, 消除"
quit rate,,[经] 辞工率
quit rent,,"[法] 免役地租, 免役税"
quit school,,退学
quit score with,,[经] 与...清结前帐
quit score with sb,,"和某人了清帐目,向某人报仇雪恨"
quit the list,,"退出比赛,辞职"
quit the scene,,"下台, 死去"
quit the stage,,退出舞台
quitch,n. Same as Quitch grass.\nn. Figuratively: A vice; a taint; an evil.,n. 葡匐冰草
quitclaim,n. document transferring title or right or claim to another\nn. act of transferring a title or right or claim to another,n. 放弃权利\nvt. 放弃权利
quitclaim deed,,"[法] 产权转让契据, 放弃权利证书"
quitclaimed,imp. & p. p. of Quitclaim,v. 放弃合法权利( quitclaim的过去式和过去分词 )
